youtube_url,hebrew_line_1,hebrew_line_2,hebrew_line_3,english_line_1,english_line_2,english_line_3,song_title,artist_name_1,artist_name_2,artist_name_3,publish_year
https://music.youtube.com/watch?v=hOllF3TgAsM,זה חייב להיות העור שלך,אני שוקע פנימה,זה חייב להיות אמיתי,"It might just be clear, simple and plain",Don't let the days go by....,It's not my time to wonder why,Glycerine,Bush,,,1994
https://music.youtube.com/watch?v=fw0GiDHX6Q0,יש הרבה דברים שאני מבין,יש הרבה דברים שאני לא רוצה לדעת,אבל אתה הפנים היחידות שאני מכיר,I think God can explain,But you're the only face I recognize,I think God can explain,I Think God Can Explain,Splender,,,1999
https://music.youtube.com/watch?v=ISKQDCLpDSY,בכל פעם שאני חושב עלייך,אני מקבל ירייה שממשיכה לתוך ברק של כחול,זה לא בעיה תודעתית אבל זו בעיה שאני מגלה,You say the words that I can't say,Why can't we be ourselves like we were yesterday?,It's no problem with mind but it's a problem I find,Bizarre Love Triangle,Frente!,,,1992
https://music.youtube.com/watch?v=h8MAHQhKe7Q,"ער בתוך מטוסי, ער בתוך מטוסי","עורי חשוף, עורי שייך להם","ער במטוס שלי, ער במטוס שלי",'Cause I won't remember,They should not be left alone? Yeah,Could you take my picture?,Take A Picture,Filter,,,1999
https://music.youtube.com/watch?v=3qVPNONdF58,"אוו, אוו, אוו","אוו, אוו, אוו",כל מה שאני יכול לומר הוא שהחיים שלי די פשוטים.,"I just want someone to say to me, no oh oh oh",I'm-a really gonna have it made,"And it rips my life away, but it's a great escape",No Rain,Blind Melon,,,1992
https://music.youtube.com/watch?v=GpBFOJ3R0M4,‏אני מאושר רק כשגשום,אני שמח רק כשזה מסובך,ואף על פי שאני יודע שאתה לא יכול להעריך את זה,And though I know you can't appreciate it,Pour your misery down on me,Pour your misery down,Only Happy When It Rains,Garbage,,,1995
https://music.youtube.com/watch?v=k7in-9E3ImQ,"יש לך את הכדור שלך, יש לך את השרשרת שלך","קשור אליי חזק, קשור אותי שוב","?מי שרט אותך, ידידי","Crash into me, baby",And show your world to me,Crash into me,Crash Into Me,Dave Matthews Band,,,1996
https://music.youtube.com/watch?v=gl-JGJp-_CM,יש כל סיבה טובה,על שנתתי לך ללכת,היא ערמומית ומטושטשת מעשן,Maybe we'll be friends,"Nickels and dimes, yours and mine",She's sneaky and smoked out,Never Let You Go,Third Eye Blind,,,1999
https://music.youtube.com/watch?v=yP4qdefD2To,האם תוכל ללחוש לי באוזן?,הדברים שאתה רוצה להרגיש,אני אתן לך הכל.,"(Yeah, slide between the sheets of all them beds you never knew)",Why don't you slide into my room,I'll live around it,Slide,Goo Goo Dolls,,,1998
https://music.youtube.com/watch?v=9X_ViIPA-Gc,ולכל אהבה הייתי מוכן,אלך ישירות אל תוך הגיהנום ואחזור,אעשה הכל למען האהבה,That's all I'm qualified to be,"Oh, I would do anything for love","Oh, oh, now, I can do that",I'd Do Anything For Love,Meat Loaf,,,1993
https://music.youtube.com/watch?v=Ln6WQqRDrCo,"אתה ואני, אנחנו מגיעים מעולמות שונים",את אוהבת לצחוק עלי כשאני מסתכל על בנות אחרות,"לפעמים אתה משוגע, ואז אתה תוהה למה.","Well, there's nothing I can do",I only wanna be with you,You can call me your fool,Only Wanna Be with You,Hootie,The Blowfish,,1994
https://music.youtube.com/watch?v=68MKLkNSMN4,הנה היא הולכת,הנה היא שוב הולכת,דוהרים דרך מוחי,There she goes again (She calls my name),This feeling that remains,There she goes,There She Goes,Sixpence None The Richer,,,1997
https://music.youtube.com/watch?v=6Whgn_iE5uc,"איש, זה יום לוהט",כמו שבעה סנטימטרים משמש הצהריים,"ובכן, אני שומע אותך לוחשת, והמילים ממיסות את כולם",Or else forget about it,And if you say this life ain't good enough,My muñequita,Smooth,Santana,Rob Thomas,,1999
https://music.youtube.com/watch?v=E1fzJ_AYajA,"היי, מאט","כן, טים?","היי, דיברת עם מארק לאחרונה?","Wow, look at her",(If you steal my sunshine),"My sunshine, if you steal my sunshine",Steal My Sunshine,Len,,,1999
https://music.youtube.com/watch?v=NHozn0YXAeE,"אוי, אוו","או, אוי","או, כן","Oh, yeah","Mmmbop, ba duba dop ba",Can you tell me? Oh,MMMBop,Hanson,,,1997
https://music.youtube.com/watch?v=O3dWBLoU--E,"הו, עשה אותי מחדש",אני כל מה שאני רוצה להיות,מחקר מהלך,"Well, I'm not selling cheap",A walking study,"Honeysuckle, she's full of poison",Celebrity Skin,Hole,,,1998
https://music.youtube.com/watch?v=FqIACCH20JU,נכנסתי מהשדרה ביום חמישי גשום,חשבתי ששמעתי אותך מדבר בעדינות,"הדלקתי את האורות, את הטלוויזיה ואת הרדיו",Where is the life that I recognize?,"Ooh, here beside the news of holy war and holy need","Fear today, forgot tomorrow",Ordinary World,Duran Duran,,,1993
https://music.youtube.com/watch?v=cmpRLQZkTb8,היכנס לתוך עין מחשבתך,האם אתה יודע שאתה עשוי לגלות,מקום טוב יותר לשחק בו?,Stand up beside the fireplace,Of a rock 'n' roll band,She knows it's too late as she's walking on by,Don’t Look Back In Anger,Oasis,,,1995
https://music.youtube.com/watch?v=6zpYFAzhAZY,רופאים הגיעו מערים רחוקות,רק כדי לראות אותי,עמוד מעל מיטתי,Laughed as my body she lifted,Laughed as she came to my cradle,And as far as they can see they can offer,Wonder,Natalie Merchant,,,1995
https://music.youtube.com/watch?v=AEYN5w4T_aM,"אני לא מתרגל סנטריה, אין לי כדור בדולח","ובכן, היה לי מיליון דולר, אבל הייתי, הייתי מבזבז הכל.",אם הייתי יכול למצוא את החאינה ואת הסנצ'ו שהיא מצאה,"I don't practice Santeria, I ain't got no crystal ball","Mmm, what I really wanna say, ah, baby","That love, make it go",Santeria,Sublime,,,1996
https://music.youtube.com/watch?v=bbt2G71uT1M,"כל המזוודות שלי ארוזות, אני מוכן לצאת לדרך",אני עומד כאן מחוץ לדלת שלך,‏אני שונא להעיר אותך רק כדי להיפרד,So many times I've played around,Cause I'm leaving on a jet plane,Tell me that you'll wait for me,Leaving On A Jet Plane,Chantal Kreviazuk,,,1998
https://music.youtube.com/watch?v=BJJKXt3tczw,"היי אמא, למה לא אמרת לי?",למה לא לימדת אותי דבר או שניים?,אתה פשוט נתת לי לצאת אל העולם,"Hey Mom, why didn't you tell me?",Which is kind of the same,So I walked under a bus,Buses And Trains,Bachelor Girl,,,1998
https://music.youtube.com/watch?v=XEnrks_LPV8,זו הפעם האחרונה,שאי פעם אגיע לכאן הלילה,זו הפעם האחרונה שאפול,And are we ever gonna come back down?,That could break us,The things that could make us cold,Angels Or Devils,Dishwalla,,,2002
https://music.youtube.com/watch?v=AmIlUKo4dQc,"אוו, אוו, אוו, אוו",קמתי והתקשרתי הבוקר,טון קולך היה אזהרה,Now here comes your secret lover,"Well, maybe nothing lasts forever",When you go all I know is,My Favorite Mistake,Sheryl Crow,,,1998
https://music.youtube.com/watch?v=xmLv8rfunPo,כשהכול נגמר,זה הזמן שבו אני מתאהב שוב,וכשזה נגמר,All the things that she used to bring,Have gone out the window (All the things!),All the things that I used to know,When It's Over,Sugar Ray,,,2001
https://music.youtube.com/watch?v=5qrTmNDZ-nc,החוטים בעיניך שמצבעים אותן נפלאים,‏עצור אותי וגנוב את נשימתי,ואזמרגדים מההרים הזורקים עצמם כלפי השמים,Never revealing their depth,And tell me that we belong together,Dress it up with the trappings of love,I'll Be,Edwin McCain,,,1997
https://music.youtube.com/watch?v=FFOzayDpWoI,"הייתי ילדה רעה, רעה מאוד",הייתי חסרת זהירות עם אדם עדין,"וזה עולם עצוב, עצוב",I've been careless with a delicate man,'Cause I'm feelin' like a criminal,'Cause I'm feelin' like a criminal,Criminal,Fiona Apple,,,1996
https://music.youtube.com/watch?v=pSVbF6DGH9U,נשיקות השמש,"היו מתוקות, לא מצמצתי",הכנסתי אותו לעיני,La-la-la-la-la,La-la-la-la-la,It goes around the world,Around the World,A Touch of Class,,,2000
https://music.youtube.com/watch?v=ViP87WipSm0,"לה-דה-דה-די, דה-דה, דה-דה","לה-דה-דה-די, דה-דה, דה-דה","לה-דה-דה-די, דה",You wanna be my lover,"I know you wanna be mine, oh",La-da-da-da-dee-da,Be My Lover,La Bouche,,,1995
https://music.youtube.com/watch?v=OqYG87oxlGo,"עוד לילה, עוד חלום, אבל תמיד את/ה",זה כמו חזון של אהבה שנראה אמיתי,"עוד לילה, עוד חלום, ותמיד את/אתה","In the night, I dream of love so true",It's like a vision of love that seems to be true,"Vision of love, that seems to be true",Another Night,Real McCoy,,,1995
https://music.youtube.com/watch?v=5Rk8u2FTaG0,דוּן,דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן דאן 🥁,דונדון דונדון דונדון,Dadadadddudndundundudnudndundundunddunfudnundudnudnudndund,BOOM BOOM,Nyunyunyu nyu nyu nyu nyu nyu nyu nyu nyu nyu nyu,Sandstorm,Darude,,,1999
https://music.youtube.com/watch?v=frb34jzxrf0,"יואו, תקשיבו, הנה סיפור",על תיבת משטרה שחיה בעולם כחול,וכל הזמן וכל המרחב,Cause she ain’t got nobody to listen,"Is just blue, like her",And everywhere she waits,Blue,Eiffel 65,,,1998
https://music.youtube.com/watch?v=_SQy6X5g7JU,חלומות מתוקים של קצב וריקודים,חלומות מתוקים של תשוקה לאורך הלילה,חלומות מתוקים משתלטים,Sweet dreams of passion through the night,So I can make it through the night,Sweet dreams of passion through the night,Sweet Dreams,La Bouche,,,1995
https://music.youtube.com/watch?v=arHdOFutc-0,"ברח, ברח, ברח ותציל את חייך","רוץ רחוק, רוץ רחוק, רוץ רחוק אם אתה רוצה לשרוד","ברח, ברח, ברח והציל את חייך",Big brother is watching you,Cold cash money mentality,"Run away, run away, run away if you want to survive",Run Away,Real McCoy,,,1995
https://music.youtube.com/watch?v=FVqa-gjXW2c,"מותק, את כל מה שאני רוצה",כשאת שוכבת כאן בזרועותיי,קשה לי להאמין (להאמין),But that's over now (Over now),"Oh, oh, oh","Oh, oh, oh",Heaven,DJ Sammy,Do,,2002
https://music.youtube.com/watch?v=p18Fs0FWnWY,אני עדיין מאמין בעיניך,פשוט לא אכפת לי מה עשית בחייך.,"מותק, תמיד אהיה כאן לצידך",I still believe in your eyes,I'll fly with you,You are,L'amour Toujours,Gigi D'Agostino,,,1999
https://music.youtube.com/watch?v=yhHI1jve9tI,"אני עוצם את עיניי, סוגר את הדלת",לא אדאג עוד,חיכיתי לך,"And my feet step the beat, baby","Tonight it is right, stars shine bright","My heart beats like a drum, like a drum",My Heart Beats Like A Drum,A Touch of Class,,,2000
https://music.youtube.com/watch?v=VAmq5-wcLHE,(כן),"קראו לו מיסטר ריידר, קראו לו מיסטר טועה",קרא לו מר יהיר,"Call him Mr. Raider, call him Mr. Wrong",Call him insane,"I want you, 'cause I'm Mr. Vain""",Mr. Vain,Culture Beat,,,1993
https://music.youtube.com/watch?v=nzQDQcELNuU,"לאן את הולכת, אהובתי?",לאן את/ה הולך/ת?,"אני רוצה לדעת, יקירתי","I wanna know, my lovely, I wanna know",I wanna know,Where do you go?,Where Do You Go,No Mercy,,,1996
https://music.youtube.com/watch?v=llmbcMmZuQ4,"תראו את זה, תראו את זה, אנחנו מתחילים, תנו לי לומר זאת",מָס שֶׁעַל הַתַּקְלִיט מַנְעִיד אֶת הַתְּקָלִיטָנים לְשַׂחֵק בו,"קדימה, קדימה, אחורה, אחורה","Brother Louie, Louie, Louie","Brother Louie, Louie, Louie",To every man that's two-size - what do you choose?,Brother Louie Mix '98,Modern Talking,,,1998
https://music.youtube.com/watch?v=TytvMNnmIPs,"הלילה הזה, זהו לילה של אהבה",לנצח נצחים זה לעולם לא מספיק,"הלילה הזה הוא הלילה, זהו לילה של אהבה.","Oh-oh-oh, give me the night for love",Too much is not enough,"Now that you got my lovin', together we can make it (Yeah)",Tonight Is The Night,Le Click,,,1994
https://music.youtube.com/watch?v=H8MkQ11F36I,זהו הרגש של חיי,אני רוצה להיות איתך עכשיו,אני רוצה שתהיי איתי,This is happening,You will be one for me now,I wanna be with you now,Alive,Da Buzz,,,2003
https://music.youtube.com/watch?v=EScLmWJs82I,"יאה-יאה-יאה, קוקו ג'מבו, יאה-יאה-יה","יה-יה-יה, קוֹקוֹ ג'מבוֹ, יה-יה-יה","הרם אותי, הורד אותי",Put my feet back on the ground,"Put me up, take my heart","That's what you get when she shouts out, ""Jamboo""",Coco Jamboo,Mr.President,,,1996
https://music.youtube.com/watch?v=_MidKDw2lSk,אוטומטי,מאהב אוטומטי,אוטומטי,"Yes, call for love, get in touch with me",I will call you up,Call for love,Automatic Lover,Real McCoy,,,1995
https://music.youtube.com/watch?v=PZZRAvpiguo,"את האהבה שלי, את הדבר המתוק ביותר שלי","אל תתרחק, אל תתרחק",כל לילה גורם לי לשנוא את הימים,"Oh, what can you do?",(Oh-woah-woah),I'll give you love you can't ignore,Ooh Aah,Gina G,,,1996
https://music.youtube.com/watch?v=6VCsABl390Y,זהו הקצב של הלילה,"הלילה, הו כן",הקצב של הלילה,This is the rhythm of the night,The rhythm of the night,"My life, oh yeah",The Rhythm of the Night,Corona,,,1995
https://music.youtube.com/watch?v=l5Zox5O3jh4,כולם לרקוד עכשיו,כולם רוקדים עכשיו,תן לי את המוזיקה,(Make me feel right) Groove,Everybody dance now,"(Ooh) Dat, dat, dat, dat",Gonna Make You Sweat,C+C Music Factory,,,1990
https://music.youtube.com/watch?v=9t8ovH8lco4,אני יכול להרגיש את הקצב,"תרגיש את הקצב, תרגיש את הקצב",אני יכול להרגיש את הקצב,I can feel the beat,"Feel the beat, feel the beat",I can feel the beat,Feel the Beat,Darude,,,2000
https://music.youtube.com/watch?v=Ck0LO6b6OQc,האם אתה חושב שאתה במצב טוב יותר לבד?,האם אתה חושב שטוב לך יותר לבד?,האם אתה חושב שיותר טוב לך לבד?,"Talk to me, ooh-ooh, talk to me",Do you think you're better off alone?,"Talk to me, ooh-ooh, talk to me",Better Off Alone,Alice DJ,,,1998
https://music.youtube.com/watch?v=Eht9W25tDZo,איבה-ראבה-דיה-זיאבה-ראבה-באבא-יהיי,ייה-ייה-ייה-ייה,איבא-רבא-דיא-זיאבא-רבא-באבא-יאי,Scat to the beat,Iba-rabi-dia-zayaba-raba-baba,Baya-baya-baya-baya,Scatman,Scatman John,,,1994
https://music.youtube.com/watch?v=gp88Oomu4S0,"פ-פ-פ-פ-פ-פ-פריסטיילר, לטלטל את המיקרופון",ישר מראש דעתי,"פ-פ-פ-פ-פ-פריסטיילר, תן בראש למיקרופון","Yeah, straight from the top of my dome",Straight from the top of my dome,"'Cause we're friendly for ozone, but that's not all so hold on",Freestyler,Bomfunk MC's,,,1999
https://music.youtube.com/watch?v=NrNEhaw8VeM,"וואו, וואו","וואו, וואו",ונגבויז חזרו לעיר,"Woah, woah, this is what I wanna do","Woah, woah","Woah, woah","Boom, Boom, Boom, Boom!!",Vengaboys,,,1998
https://music.youtube.com/watch?v=l9qzVqq_6-0,"שמח את גופך, מקרנה",שגופך נועד לתת שמחה ודברים טובים,"תן לגופך שמחה, מקארנה",Le gustaría vivir en Nueva York,"Eh, Macarena (¡Ay!)",(¡Ay!),Macarena,Los Del Río,,,1995
https://music.youtube.com/watch?v=X__aKm3ubdo,אנחנו אינסוף,האם אתה מאמין בכימיה?,כי אתה ואני אנחנו אינסוף,You have my heart now I can see,Our love is true,Do you belive in chemistry?,Infinity,Guru Josh Project,,,2008
https://music.youtube.com/watch?v=S7phyO6kVWU,ממבופ פה יה יה א ממבופ פה יו,ממבאפ פה יה יה אה ממבאפ פה יו,ממבאופ פה יה יה אה ממבאופ פה יוה,She was walking down the street that night,I need a super hero lover,"All the was he thought, his",Superhero,Daze,,,1997
https://music.youtube.com/watch?v=Qvu033SBMYU,"לאהובי אין כסף, אך יש לו אמונות חזקות","לאהבתי אין כוח, יש לו אמונות חזקות.","לאהוב שלי אין תהילה, יש לו אמונות חזקות","Na-na-na-na-na-na-na, na-na-na, na-na-na","Na-na-na-na-na-na-na, na-na-na, na-na-na","My love has got no fame, he's got his strong beliefs",Freed From Desire,Gala,,,1997
https://music.youtube.com/watch?v=5kzPHQRTQUk,"לה, די, דא, דא, לה-לה-לה-לה-לה","לה, די, דא, דא, לה-לה-לה-לה-לה-לה","לה, די, דה, דה, לה-לה-לה-לה-לה","I can't wait to see you, wrap my arms around you","The world keeps turning, my heart keeps burning","I can't wait to see you, wrap my arms around you",My Heart Goes Boom,French Affair,,,2000
https://music.youtube.com/watch?v=G223WQ6vSII,"כן, אדוני, אפקטים מיוחדים","כן, כן, כן","כן, סניור, פיתוי","Yeh, yeh, yeah","Sí, señor, efectos especiales",Noche romántica,Bailando,Paradisio,,,1996
https://music.youtube.com/watch?v=spQzvdU9JrQ,הנה השיר מספר 1,למען אהבת חיי,הכל אני מקריב,"You're my heart, you're my soul",Stay with you together,That's the only thing I really know,"You're My Heart, You're My Soul '98",Modern Talking,,,1998
https://music.youtube.com/watch?v=77zog6Up_Yg,"היי, ברבי","היי, קן",רוצה לצאת לנסיעה?,You wanna go for a ride?,"Come on, Barbie, let's go party","Imagination, life is your creation",Barbie Girl,Aqua,,,1997
https://music.youtube.com/watch?v=slE98AXX0UY,כשראיתי אותך עומד שם בחשכה,נזכרתי בסיפור,זה היה על מלכה ששאלה את המראה,Woun't we make it no more (No more),Tell me who it's gonna be,Look into my eyes and see,Mirror Mirror,Solid Base,,,1995
https://music.youtube.com/watch?v=5YE2hjSYHjc,"בֵּייבִּי, בֵּייבִּי",למה אנחנו לא יכולים פשוט להישאר יחד?,"כן, כן, כן","Yeah, yeah, yeah","No-no more tears, give me a smile","Yeah, yeah, yeah",Baby Baby,Corona,,,1995
https://music.youtube.com/watch?v=w2oZ4CUtfsY,"אהבה ומסירות, מותק",אני לא יכול לשבוע מכל האהבה והמסירות בחיי,"אהבה ומסירות, מותק, אהבה ומסירות","So come on, come on, you gotta keep it if you can","Love and devotion, gotta keep it if you can",I'm talking about I'm talking about a wonderful emotion,Love & Devotion,Real McCoy,,,1995
https://music.youtube.com/watch?v=xXahlXQhMF4,תן לי את ידך,וְתָבוֹאִי אִתִּי!,בואו נצא למסע לחפש את הצלילים הקסומים,Ecuador,Ahora si!,Ecuador,Ecuador,SASH!,,,1997
https://music.youtube.com/watch?v=uNPMWWn_H_Q,"דם-דם-די-דה-די-דה-די, דם-דם-די-דה","דיגה-דם-דם-די-דה-די-דה-די, או-או-או","דיגה-דום-דום-די-דה-די-דה-די, דום-דום-די-דה","Oh, be my toy boy, joy boy till the end","Diga-dum-dum-di-da-di-da-di, dum-dum-di-da",Every night I'll be calling my toy boy (Toy boy),Toy Boy,Daze,,,1997
https://music.youtube.com/watch?v=Wx7I4yWJnXI,"כן, כן, כן, כן-כן, כן-כן",אתה חייב להראות לי אהבה,"אכזבות והבטחות, היו לי יותר ממה שאני יכול לשאת","Yeah, yeah, yeah, yeah-yeah, yeah-yeah","I really need a lover, a lover that wants to be there",Because my love is guaranteed,Show Me Love,Robin S.,,,1993
https://music.youtube.com/watch?v=JsTOFV8kgs4,אני מאמין,אני מאמין,האמין,I am a believer,"(Believe, believe, believe)",I believe,Believe,Antiloop,,,1998
https://music.youtube.com/watch?v=NzQukhhp734,מיסטר מגו,"ייתכן שאני עיוור, אבל אני עדיין יכול לראות אותך",בכל פעם שאתה רואה את הבן שלי מגיע,I'm still with you,"I'm in the right type of mood, the right type of mood","Ya may be blind, but I can still see you",Right Type of Mood,Herbie,,,1995
https://music.youtube.com/watch?v=Ee-AXM8thjI,אנחנו בטח היינו מטורפים לגמרי,כשהיינו חושבים שאנחנו רק חברים,"כי אני מתגעגע אלייך, אהובה שלי","I've been thinking about you, shi-pow-pow","(Oh baby, can't get you off my mind)",I've been thinking about you,I've Been Thinking About You,Londonbeat,,,1995
https://music.youtube.com/watch?v=UhidpBILpVE,היום זה היום שלי,היום זה היום שלי! (היום שלי!),אני מרגיש טוב ופותח את ליבי,Heut' ist mein Tag,Heut' ist mein Tag,Heut' ist mein Tag,Heut' ist mein Tag,Blümchen,,,1998
https://music.youtube.com/watch?v=-cdgN66Nfjg,יש לי את המפתח,יש לי את הסוד,יש לי את המפתח,I've got the secret,I've got the key,Yeah a ha,"The Key, the Secret",Urban Cookie Collective,,,1993
https://music.youtube.com/watch?v=ws0L3zkVye0,"מאי אה היא, מאי אה הוא","מא-י-אה הו, מא-י-אה ה-ה","מאיה הי, מאיה הוא",Mi-amintesc de ochii tăi,"Nu mă, nu mă iei, nu mă, nu mă, nu mă iei","Vrei sa pleci dar nu mă, nu mă iei",Dragostea din tei,O-Zone,,,2003
https://music.youtube.com/watch?v=9oWr1muik7M,"בבקשה אל תלך, בבקשה אל תלך","בבקשה אל תלך, בבקשה אל תלך","בבקשה אל תלכי, בבקשה אל תלכי","Please don't go, please don't go",Please don't go,The minute you walk out that door,Please Don't Go,Double You,,,1992
https://music.youtube.com/watch?v=Xz-8rlqcC5I,והנה אנחנו כאן,שלוש וחצי לפנות בוקר,אני לא מצליח להירדם,About making mad love on the heath,I never sleep,I never sleep,Insomnia,Faithless,,,1996
https://music.youtube.com/watch?v=NuUKShRYljA,"או לה-לה-לה-לה-לה-לה, או לה-לה-לה (או לה-לה-לה)","אוֹ לָה-לָה-לָה-לָה-לָה-לָה, אוֹ לָה-לָה-לָה (אוֹ לָה-לָה-לָה)","או לה-לה-לה-לה-לה-לה, או לה-לה-לה (או לה-לה-לה)",I see these people jumpin' in the street,Oh (Oh),There is a melody bumpin' in my head,Oh La La La,2 Eivissa,,,1997
https://music.youtube.com/watch?v=HAlspX_kjL4,אם לא היה זה לג'ו עיניים כותנה,התחתנתי מזמן רב,מאין באת? לאן הלכת?,I'd been married a long time ago,"Where did you come from, Cotton-Eyed Joe?",If it hadn't been for Cotton-Eyed Joe,Cotton Eye Joe,Rednex,,,1994
https://music.youtube.com/watch?v=Yhd3cRqkh70,"את כל כך סקסית, סקסית, סקסית","אני צריך את אהבתך, אני צריך בלי היסוס","את כל כך סקסית, סקס, סקס, סקסית","You're so, you're so sexy, sexy, sexy","No, no, no, no, no","I need your love, I need no hesitation",Sexy,French Affair,,,2001
https://music.youtube.com/watch?v=csg6wZUlJZE,הו מקס,אל תקיים יחסי מין,"ובכן אני מקס, אני מקס, מותק, תקראי לי מקס","'Cause you love havin' fun, love having sex",I don't know what I'm gonna do!,I gotta warn you,Max Don't Have Sex with Your Ex,E-Rotic,,,1995
https://music.youtube.com/watch?v=vOQQtYp_toc,אני רוקדת עירומה בגשם,תן לטיפות הגשם לשטוף את כאבך,אני מושיט את ראשי לעבר השמיים,Please tell me why,Kertosäe,So tell me why you can't be true,Naked in the Rain,Infinity,,,2001
https://music.youtube.com/watch?v=sa2SXGCUPXI,"שבת, שבת, אוו כן","ליל שבת, כן","די דה, די דה (אקו.)",It's party time and not one,"It's party time, oh","Saturday night, dance, I like",Saturday Night,Whigfield,,,1994
https://music.youtube.com/watch?v=h30vo4KiKzA,"אוי, איני יכול להסביר","בכל פעם, זה אותו הדבר","אוי, אני מרגיש שזה אמיתי, קח את לבי","Every time, it's the same","Cheri Cheri Lady, like there's no tomorrow","Easy come, but I think easy go",Cheri Cheri Lady,Modern Talking,,,1985
https://music.youtube.com/watch?v=1UFF0vzEoIM,דה-דה-דה-דה-דה-די-דום,דה-דה-דה-דה-דה-די-דם,"דה-דה-דה-דה-דה-די-דם, דה-דם",'Cause I would like to know,Come and do it (Come and do it),I really think you should,This Is How We Do It,Solid Base,,,1999
https://music.youtube.com/watch?v=UoyGOzIWaM8,כשהייתי צעיר,נראה היה שהחיים היו כה מופלאים,"זה היה נס, אוי, זה היה יפה, קסום",And me say with the DJ,It seemed that life was so wonderful,"So joyfully, oh, playfully, watching me (Yeah!)",The Logical Song,Scooter,,,2002
https://music.youtube.com/watch?v=-BWbiT99xZY,אתה יכול לעשות את זה בלילה או ביום,"אם אתה לא גר רחוק מדי, או-או, כן כן",האם תאמין במי שאתה?,You can go all the way,You can go all the way,"Jabba jabba je-jo, oh-oh",Jabba Jabba,Bobby Summer,,,1999
https://music.youtube.com/watch?v=DNVzdDM-vjg,גבירותיי ורבותיי,התקליטן סאש! חזר.,"לאחר ההצלחה הבלתי צפויה של השיר ""It's My Life""",Et dit merci a tous les autres disc-jockeys pour leur coopération fantastique,Encore une fois,Encore une fois,Encore Une Fois,SASH!,,,1997
https://music.youtube.com/watch?v=ZwwpMxXBLRo,"האם אתה עדיין זקוק לי, יש מראה בעיניך","לא היית עוזב אותי, אפילו לא לרגע","כי כשאתה ישן, אתה לא מושיט יד להחזיק אותי חזק","You live in you world, and I can't follow",Do you still need me...,"Where are your kisses, that would keep me awake all night",Do You Still Need Me,La Bouche,,,1995
https://music.youtube.com/watch?v=xIp1qppUOio,...להראות לך היכן,...אראה לך היכן,...להראות לך היכן,"Trancin', trancin'","Go where you want, but don't forget the omen","Heat it up, heat it up",Omen III,Magic Affair,,,2008
https://music.youtube.com/watch?v=oiqppGopxB0,ח-י-י-י-י-י-י-י-י-י-י-יוך,ח-י-י-ו-ו-ו-ו-ו-ו-ו-ו-וך,חחחחחחחחחחחחייך,See you on the street and you walk on by,"Yes I know, 'cause it's you are in love",And now they want to say you're the one for me,Smile,New Limit,,,2009
https://music.youtube.com/watch?v=6PetaitW1hI,אל תעזבי אותי לעולם,אל תראי זאת לעולם,אבכה בים האהבה,Tonight,"I belive in rainy weather, some days (haaaah)",I will never see the sun rise again,Sea Of Love,Daze,,,1997
https://music.youtube.com/watch?v=tXFDPvHUaKI,"זה, זה הדרך",ככה אני רוצה לחיות,אני עובר שינויים,This is the way I wanna live,Fight it all the way,"I'm going through changes (Coming up, coming up)",This Is The Way,E-Type,,,1994
https://music.youtube.com/watch?v=q6O0GxhOvNw,המרכז העיר נתפס בהיסטריה,אנשים צועקים וצועקים,דור בתנועה,Crying at the discoteque,Welcome the passion of the groove,Joining of the disco tribe,Crying at the Discoteque,Alcazar,,,2000
https://music.youtube.com/watch?v=44UYbsnEx08,יותר ויותר ויותר,לא יודע לאן אנחנו הולכים,יותר ויותר ויותר,And my brother's heart cryin',"Be impromptu, you get it",L.I.G.H.T. shinin',More And More,Captain Hollywood Project,,,1992
https://music.youtube.com/watch?v=HMTCw8CtX0E,תן לי לשמוע אותך אומר כן! (כן!),תן לי לשמוע אותך אומר כן! (כן!),"לא לא, לא לא לא לא, לא לא לא לא, לא לא אין גבול","No valley too deep, no mountain too high","No no, no no no no, no no no no, no no there's no limit","Reach the top, touch the sky!",No Limit,2 Unlimited,,,1992
https://music.youtube.com/watch?v=TAo8fF_i5LM,היא אומרת שהאהבה שלה אליי לעולם לא תמות,אבל זה ישתנה אם היא תגלה אי פעם עליך ועליי,אך אהבתה קרה,I'm gonna run to you,"'Cause when the feeling's right, I'm gonna run all night",I'm gonna run to you,Run to You,Rage,,,1992
https://music.youtube.com/watch?v=MxIF_F_ph8E,"איי, אז אני לא חושב שהשתנת אותי",אבל אתה סידרת אותי מחדש,"ואני עדיין אוהב אותך, בייבי.",But you rearranged me,"Sending shots over, but you don't wanna take it","Now I ain't with you, but I'm still rocking with you 'til the end",I Love You,Mike Francis,,,2005
https://music.youtube.com/watch?v=H1Zv9zutF38,"(תקשיב, ילד)","יש לך, יש לך, יש לך את מה שאני רוצה","יש לך, יש לך, יש לך את מה שאני צריך","(Listen, boy)","You got, you got, you got what I need (What I need)","Eternally, and this game that we play",You Got,Graaf,,,1998
https://music.youtube.com/watch?v=ihkodpaXjsg,חיים מסתוריים,"אנחנו נעים סביב, רוקדים בקצב החיים",זמן מסתורי,Mysterious Time,And we don't know why,If you see what's behind,Mysterious Times,Tina Cousins,,,1998
